0,92,67
1,93,65
2,93,65
3,93,65
4,93,65
5,93,65
6,93,65
7,93,65
8,93,65
9,93,64
10,93,64
11,93,63
12,94,62
13,94,61
14,94,60
15,95,59
16,95,59
17,96,58
18,96,58
19,97,57
20,97,56
21,98,55
22,99,55
23,99,54
24,99,53
25,100,52
26,100,52
27,100,51
28,101,51
29,101,50
30,101,50
31,101,50
32,102,50
33,102,49
34,103,50
35,103,50
36,103,50
37,103,50
38,103,50
39,102,51
40,101,51
41,100,52
42,98,53
43,95,54
44,92,55
45,89,56
46,85,57
47,81,58
48,77,59
49,73,61
50,70,62
51,66,64
52,62,66
53,58,67
54,56,68
55,54,67
56,53,67
57,55,67
58,56,67
59,58,68
60,60,68
61,61,68
62,62,68
63,62,68
64,62,67
65,62,67
66,62,67
67,61,67
68,62,67
69,62,67
70,63,66
71,64,64
72,66,61
73,67,59
74,68,56
75,70,54
76,72,52
77,73,50
78,76,48
79,79,47
80,82,46
81,85,45
82,89,44
83,92,43
84,96,43
85,99,43
86,103,43
87,107,43
88,110,43
89,113,43
90,115,43
91,117,43
92,119,43
93,120,43
94,121,43
95,121,43
96,121,43
97,120,44
98,118,45
99,117,46
100,114,47
101,112,48
102,108,49
103,105,50
104,102,50
105,98,50
106,95,50
107,92,49
108,90,49
109,88,49
110,86,48
111,85,48
112,83,47
113,82,47
114,81,46
115,80,46
116,80,46
117,79,46
118,79,46
119,78,46
120,78,47
121,78,47
122,78,47
123,78,47
124,78,47
125,78,47
126,78,47
127,78,47
128,78,47
129,77,47
130,77,47
131,77,47
132,76,47
133,76,46
134,76,47
135,76,47
136,77,47
137,77,47
138,78,47
139,79,47
140,80,47
141,81,47
142,81,46
143,82,46
144,83,47
145,83,47
146,84,46
147,84,46
148,84,46
149,84,46
150,84,46
151,84,46
152,84,47
153,84,47
154,84,47
155,84,47
156,84,47
157,84,47
158,84,47
159,84,47
160,84,48
161,84,48
162,84,49
163,85,50
164,85,51
165,85,51
166,86,51
167,86,51
168,86,52
169,86,53
170,87,53
171,87,56
172,88,57
173,88,57
174,88,58
175,89,59
176,89,59
177,90,59
178,90,59
179,90,59
180,91,59
181,92,58
182,93,58
183,94,58
184,95,58
185,96,58
186,98,58
187,99,59
188,101,60
189,103,61
190,107,64
191,109,65
192,111,66
193,113,67
194,115,69
195,117,70
196,119,71
197,121,73
198,124,74
199,126,75
200,128,76
201,129,77
202,131,77
203,132,76
204,134,75
205,136,73
206,137,70
207,138,68
208,137,65
209,135,62
210,131,59
211,126,56
212,119,54
213,112,52
214,104,50
215,97,49
216,90,49
217,84,49
218,79,48
219,74,48
220,70,48
221,67,49
222,64,49
223,63,50
224,62,51
225,62,51
226,62,52
227,64,53
228,66,54
229,69,55
230,73,57
231,77,59
232,81,61
233,85,62
234,89,63
235,92,64
236,94,64
237,97,64
238,99,64
239,100,64
240,101,64
241,102,64
242,103,63
243,103,63
244,103,62
245,103,62
246,103,61
247,102,59
248,101,58
249,99,57
250,98,56
251,96,56
252,95,56
253,94,56
254,92,55
255,91,54
256,90,54
