0,92,67
1,84,70
2,86,72
3,85,70
4,86,71
5,84,71
6,85,70
7,85,70
8,85,71
9,86,69
10,86,69
11,86,70
12,86,70
13,87,68
14,87,67
15,86,68
16,85,66
17,87,64
18,87,64
19,88,68
20,89,67
21,88,65
22,90,64
23,91,63
24,90,65
25,92,63
26,91,64
27,93,62
28,93,59
29,92,59
30,94,59
31,93,58
32,93,59
33,93,61
34,93,60
35,94,59
36,96,60
37,93,60
38,94,60
39,93,61
40,92,62
41,90,62
42,90,64
43,87,63
44,85,67
45,81,66
46,78,66
47,75,67
48,72,68
49,71,70
50,69,72
51,67,73
52,64,74
53,63,73
54,62,76
55,62,75
56,62,75
57,60,74
58,62,77
59,62,77
60,63,75
61,62,75
62,64,76
63,65,77
64,65,77
65,66,74
66,66,73
67,66,75
68,67,75
69,67,74
70,69,74
71,66,72
72,67,72
73,66,68
74,69,67
75,68,66
76,70,63
77,70,62
78,70,60
79,70,60
80,75,61
81,77,60
82,77,59
83,79,58
84,86,60
85,87,58
86,93,59
87,92,55
88,97,56
89,99,59
90,104,56
91,106,57
92,109,57
93,110,54
94,111,55
95,112,55
96,110,54
97,110,56
98,109,54
99,108,59
100,104,61
101,102,62
102,101,60
103,95,64
104,93,60
105,90,63
106,88,64
107,86,63
108,84,63
109,82,61
110,80,62
111,79,61
112,78,60
113,78,59
114,77,60
115,76,60
116,76,61
117,76,59
118,76,59
119,77,59
120,76,58
121,75,59
122,76,59
123,76,61
124,76,59
125,76,60
126,76,58
127,76,57
128,75,57
129,75,57
130,75,59
131,75,56
132,75,58
133,74,59
134,74,57
135,75,54
136,74,56
137,75,56
138,77,57
139,78,59
140,78,58
141,78,57
142,80,56
143,82,58
144,82,58
145,82,56
146,81,56
147,80,55
148,83,55
149,83,56
150,82,56
151,82,56
152,81,55
153,83,54
154,82,56
155,82,57
156,82,55
157,83,56
158,83,57
159,83,57
160,81,57
161,82,60
162,82,59
163,82,59
164,83,58
165,84,58
166,83,60
167,84,61
168,85,60
169,83,60
170,85,61
171,84,62
172,85,63
173,86,63
174,87,64
175,86,66
176,87,64
177,86,66
178,86,66
179,86,65
180,87,65
181,86,63
182,86,66
183,88,64
184,89,66
185,90,68
186,91,67
187,92,70
188,94,70
189,94,72
190,98,73
191,99,75
192,101,76
193,103,73
194,103,77
195,107,77
196,107,78
197,108,80
198,110,82
199,112,82
200,114,84
201,115,83
202,118,84
203,118,83
204,119,83
205,120,81
206,121,79
207,121,77
208,120,76
209,119,74
210,116,72
211,113,68
212,107,65
213,101,64
214,95,64
215,90,62
216,85,61
217,80,60
218,75,62
219,73,60
220,67,61
221,65,60
222,63,62
223,60,61
224,59,62
225,58,63
226,59,63
227,58,63
228,60,65
229,60,65
230,64,66
231,66,69
232,69,68
233,74,69
234,76,70
235,79,72
236,82,72
237,84,72
238,86,71
239,88,73
240,91,72
241,93,72
242,94,73
243,95,72
244,93,73
245,94,74
246,94,72
247,93,73
248,94,71
249,93,69
250,90,69
251,89,69
252,87,66
253,86,67
254,85,68
255,83,67
256,85,67
